20210411_9
名次	馬號	馬名	騎師	練馬師	實際負磅	排位體重	檔位	頭馬距離	沿途走位	完成時間	獨贏賠率
名次	馬號	馬名	騎師	練馬師	實際負磅	排位體重	檔位	頭馬距離	沿途走位	完成時間	獨贏賠率
1	4	當家猴王(D142)	何澤堯	韋達	131	1085	7	-	[8][5][1]	0:55.26	5.4
2	10	萬事叻(C022)	蔡明紹	告東尼	121	1171	2	1-1/4	[1][1][2]	0:55.44	22
 3	3	跳出世界(C333)	莫雷拉	蔡約翰	131	1231	1	1-1/2	[10][6][3]	0:55.50	9.9
 4	8	大紅包(B246)	潘明輝	呂健威	123	1048	4	1-3/4	[13][10][4]	0:55.53	24
5	9	辣臣(D199)	史卓豐	羅富全	123	1015	6	1-3/4	[2][2][5]	0:55.54	24
6	5	韋小寶(C188)	田泰安	蘇保羅	130	1134	12	3-1/4	[12][8][6]	0:55.79	7.2
7	7	知道必勝(C383)	潘頓	沈集成	126	1231	8	3-1/2	[6][7][7]	0:55.81	2.8
8	14	夢幻人生(C166)	黎海榮	文家良	119	1160	14	3-3/4	[4][4][8]	0:55.88	91
9	6	開心好玩(B316)	梁家俊	葉楚航	127	1120	5	4	[11][13][9]	0:55.91	60
10	1	大金庫(C146)	周俊樂	高伯新	123	1110	10	4	[9][9][10]	0:55.91	4.3
11	11	新力寶(A379)	彭國年	蘇偉賢	121	1208	13	4-1/4	[14][12][11]	0:55.94	107
12	2	好好利高(C226)	巫顯東	徐雨石	129	1205	3	4-3/4	[3][3][12]	0:56.04	29
13	13	友盈友福(D343)	波健士	鄭俊偉	119	1073	9	9-3/4	[7][14][13]	0:56.83	258

20201101_6
名次	馬號	馬名	騎師	練馬師	實際負磅	排位體重	檔位	頭馬距離	沿途走位	完成時間	獨贏賠率
1	11	真勝者(C039)	何澤堯	丁冠豪	119	1178	12	-	[12][12][10][1]	1:21.45	5.6
2	1	勝賢(D169)	蔡明紹	賀賢	133	1079	10	1-3/4	[10][9][7][2]	1:21.74	6.7
3	3	大自然(C489)	巴度	高伯新	124	1291	8	2-3/4	[2][1][1][3]	1:21.90	87
4	13	生生勝勝(C110)	波健士	姚本輝	118	1032	11	3-1/4	[13][13][11][4]	1:21.97	16
5	5	粉絲狂歡(D440)	田泰安	蔡約翰	126	1188	5	3-1/2	[6][7][8][5]	1:22.01	3.5
6	6	星夢帝國(C407)	梁家俊	何良	125	1116	7	3-1/2	[1][3][4][6]	1:22.02	11
7	2	陽光戰駒(D265)	郭能	告東尼	133	1253	13	3-1/2	[5][2][2][7]	1:22.03	122
8	14	合夥年代(C534)	莫雷拉	蘇偉賢	116	1098	1	3-1/2	[8][8][9][8]	1:22.03	5
9	7	好友利(C223)	彭國年	徐雨石	122	1010	9	5-1/4	[7][6][3][9]	1:22.28	15
10	10	超跑王(C479)	史卓豐	容天鵬	120	1152	2	6-1/4	[3][5][6][10]	1:22.46	8.6
11	12	精彩飛動(B095)	黃皓楠	方嘉柏	116	1039	3	6-3/4	[11][11][13][11]	1:22.52	71
12	4	又享耆成(E069)	楊明綸	大衛希斯	126	1054	4	7-1/2	[9][10][12][12]	1:22.66	88
13	9	蟲草天峰(E083)	潘頓	沈集成	126	1062	6	24-1/2	[4][4][5][13]	1:25.38	40
WV	8	深愛(A088)	潘頓	葉楚航	122	---	---	---	---	---	---
WV	火旺勝馬(D165)	巴度	蘇保羅	126	---	---	---	---	---	---	WV

20201101_5
名次	馬號	馬名	騎師	練馬師	實際負磅	排位體重	檔位	頭馬距離	沿途走位	完成時間	獨贏賠率
1	8	騰飛塔(D500)	潘頓	蘇偉賢	125	1075	7	-	[9][8][1]	1:08.98	5
2	1	飛馬輝煌(D337)	梁家俊	丁冠豪	133	1119	9	1-1/2	[2][2][2]	1:09.21	4.7
3	6	駿馬風采(D334)	何澤堯	羅富全	125	1237	1	1-3/4	[3][4][3]	1:09.24	7.1
4	3	有得精彩(D238)	巴度	苗禮德	130	1175	3	2-1/4	[5][5][4]	1:09.33	4.6
5	7	日日夠(D310)	史卓豐	文家良	125	1135	6	3-1/2	[8][7][5]	1:09.54	35
6	2	首飾大聖(B378)	莫雷拉	蔡約翰	132	1097	11	3-3/4	[4][3][6]	1:09.58	10
7	12	得賞(B288)	潘明輝	葉楚航	113	1047	12	5-1/4	[11][11][7]	1:09.81	32
8	4	威妙星(D356)	田泰安	容天鵬	126	1155	2	5-1/4	[1][1][8]	1:09.83	4.6
9	5	赤馬雄風(E028)	薛恩	大衛希斯	125	1211	4	5-1/2	[10][10][9]	1:09.85	118
10	9	見龍在田(D220)	郭能	姚本輝	121	970	5	7-1/4	[6][6][10]	1:10.12	80
11	11	過關勝將(D151)	巫顯東	徐雨石	114	1065	10	7-3/4	[12][12][11]	1:10.22	202

20201101_4
名次	馬號	馬名	騎師	練馬師	實際負磅	排位體重	檔位	頭馬距離	沿途走位	完成時間	獨贏賠率
 1	12	是必飛飛(D121)	史卓豐	容天鵬	121	1273	12	-	[3][4][3][1]	1:21.88	9.1
 2	7	秒秒精彩(D283)	周俊樂	高伯新	115	1110	6	鼻位	[1][1][1][2]	1:21.88	33
 3	11	鑽飾明駝(B183)	梁家俊	羅富全	118	1078	14	短馬頭位	[2][2][2][3]	1:21.88	54
 4	4	電訊火箭(C137)	莫雷拉	徐雨石	128	1077	5	頭位	[9][8][5][4]	1:21.91	5.5
5	10	快步速(C427)	郭能	方嘉柏	121	1222	2	頸位	[7][7][10][5]	1:21.93	14
6	1	一舖縱橫(B385)	潘頓	葉楚航	133	1074	9	頸位	[8][9][7][6]	1:21.95	3.1
7	2	好運寶寶(D372)	田泰安	告東尼	132	1185	4	1-3/4	[4][3][4][7]	1:22.15	5.9
8	8	三圓䮭路(C149)	薛恩	蘇保羅	123	1123	7	1-3/4	[12][10][11][8]	1:22.17	16
9	14	美活人生(D398)	潘明輝	沈集成	113	1109	11	2-1/2	[14][12][13][9]	1:22.28	206
10	6	步步為贏(D257)	何澤堯	丁冠豪	125	1199	3	3	[5][5][6][10]	1:22.37	12
11	3	連連行運(C441)	波健士	蔡約翰	131	1128	13	3-3/4	[11][14][9][11]	1:22.47	97
12	5	珍珠鳳凰(B201)	彭國年	文家良	126	1043	1	4	[6][6][8][12]	1:22.50	35
13	13	醒目再臨(A314)	巴度	蘇偉賢	117	1174	8	4-1/4	[10][11][12][13]	1:22.57	10

20201101_3
名次	馬號	馬名	騎師	練馬師	實際負磅	排位體重	檔位	頭馬距離	沿途走位	完成時間	獨贏賠率
 1	11	聲勢(D120)	田泰安	蔡約翰	121	1095	2	-	[5][4][1]	1:09.02	6
2	5	糖糖幸運(D206)	潘頓	丁冠豪	128	1222	9	短馬頭位	[7][6][2]	1:09.03	2.6
3	4	翡翠鳳凰(D179)	莫雷拉	羅富全	128	1134	7	1/2	[2][2][3]	1:09.12	4.4
 4	3	陽剛武士(C328)	郭能	大衛希斯	130	1093	4	1-1/2	[8][7][4]	1:09.27	12
5	12	開心一號(C486)	潘明輝	葉楚航	118	1072	6	1-3/4	[1][1][5]	1:09.28	7.1
6	1	馬功臣(A296)	周俊樂	蘇偉賢	123	1150	11	2-1/2	[11][11][6]	1:09.40	15
7	2	金莊令(D222)	波健士	姚本輝	132	1033	13	2-3/4	[4][5][7]	1:09.47	10
8	10	福星高照(D407)	史卓豐	容天鵬	122	1221	10	3	[10][10][8]	1:09.49	145
9	8	超速(D161)	梁家俊	苗禮德	124	1066	5	3-1/4	[9][9][9]	1:09.53	108
10	13	天地同心(B030)	黃皓楠	徐雨石	112	1111	3	3-1/2	[6][8][10]	1:09.56	67
11	7	駿益善(E090)	巴度	沈集成	126	1107	12	3-3/4	[12][12][11]	1:09.60	54
12	9	紅海福星(D338)	黎海榮	文家良	123	1093	1	4	[3][3][12]	1:09.63	208

20201101_2
名次	馬號	馬名	騎師	練馬師	實際負磅	排位體重	檔位	頭馬距離	沿途走位	完成時間	獨贏賠率
1	8	霹靂狂龍(D003)	薛恩	賀賢	129	1004	10	-	[8][4][1]	1:09.41	6.4
 2	11	坪山新星(C242)	蔡明紹	蘇保羅	123	985	6	1-1/2	[11][9][2]	1:09.65	11
3	5	寶貝兒(B365)	郭能	蘇偉賢	130	1019	3	1-3/4	[6][5][3]	1:09.67	7.2
4	7	果然友(C313)	莫雷拉	方嘉柏	130	1170	11	2-1/2	[13][10][4]	1:09.81	5.7
5	3	電訊飛彈(D209)	潘頓	葉楚航	132	1269	14	3-1/2	[2][2][5]	1:09.97	4.6
6	4	箭神寶(C384)	史卓豐	徐雨石	130	1204	7	3-3/4	[1][1][6]	1:10.01	10
7	9	獵狐章者(B187)	彭國年	呂健威	128	997	2	4-1/2	[7][8][7]	1:10.12	10
8	10	明月千山(C403)	黎海榮	徐雨石	128	1153	4	5-3/4	[5][7][8]	1:10.31	20
9	6	金剛石(C106)	何澤堯	鄭俊偉	130	1131	12	6	[9][11][9]	1:10.36	8.2
10	1	英友好友(C527)	梁家俊	容天鵬	133	1058	5	6-3/4	[10][12][10]	1:10.48	69
11	14	凱旋戰士(C185)	楊明綸	文家良	113	1086	1	8-1/4	[4][6][11]	1:10.72	49
12	12	樂多福(A208)	巫顯東	何良	116	1195	9	9	[3][3][12]	1:10.87	87
13	13	歐洲新星(D119)	田泰安	鄭俊偉	132	1110	13	10-1/4	[12][13][13]	1:11.05	40
14	2	火箭砲(C520)	波健士	丁冠豪	132	979	8	16-1/4	[14][14][14]	1:12.01	155

20201101_10
名次	馬號	馬名	騎師	練馬師	實際負磅	排位體重	檔位	頭馬距離	沿途走位	完成時間	獨贏賠率
1	4	電子群星(C132)	郭能	文家良	123	1053	5	-	[8][9][9][1]	1:21.12	15
2	3	美麗多多(D116)	巴度	蔡約翰	124	1098	6	1-1/4	[11][10][8][2]	1:21.29	4.5
 3	13	嘉應精彩(C526)	莫雷拉	告東尼	116	1049	11	2-1/4	[1][1][1][3]	1:21.44	7
 4	12	幸運傳奇(D047)	田泰安	羅富全	117	1254	8	2-1/4	[4][4][4][4]	1:21.44	10
5	10	川河明駒(D237)	楊明綸	方嘉柏	118	1136	7	2-1/4	[12][12][11][5]	1:21.45	31
6	9	心頭好(D360)	潘頓	沈集成	120	1084	12	2-3/4	[10][11][10][6]	1:21.56	4.1
7	8	各取所需(C474)	周俊樂	韋達	112	1050	13	3-1/4	[5][6][6][7]	1:21.63	13
8	2	健康在望(C172)	彭國年	苗禮德	124	1019	3	3-3/4	[14][13][12][8]	1:21.72	13
9	7	鑽飛龍(D111)	史卓豐	容天鵬	121	1213	1	3-3/4	[6][5][5][9]	1:21.74	23
10	14	二話不說(C134)	梁家俊	葉楚航	116	1125	14	4-1/4	[2][2][2][10]	1:21.81	15
11	11	禪勝寶駒(D270)	何澤堯	呂健威	117	1174	4	5	[7][7][7][11]	1:21.91	8.4
12	1	合衷共濟(B250)	潘明輝	賀賢	131	1093	2	10-1/2	[3][3][3][12]	1:22.80	52
13	6	金期莊家(D342)	黃皓楠	丁冠豪	118	1042	10	11	[13][14][14][13]	1:22.90	284

20201101_1
名次	馬號	馬名	騎師	練馬師	實際負磅	排位體重	檔位	頭馬距離	沿途走位	完成時間	獨贏賠率
1	4	水箭龜(C450)	周俊樂	霍利時	116	1085	6	-	[2][3][3][2][1]	2:01.07	9.7
2	3	全才(B213)	潘頓	韋達	127	1073	8	頸位	[8][7][7][5][2]	2:01.13	4.6
 3	1	福多寶(B026)	巴度	賀賢	132	1088	1	1-3/4	[4][6][6][4][3]	2:01.36	8.2
4	7	興惑(B351)	田泰安	告東尼	119	1040	3	2	[7][8][8][8][4]	2:01.37	7.2
5	2	神龍駒(B108)	莫雷拉	告東尼	127	1053	2	3	[3][2][2][3][5]	2:01.56	3
6	6	精彩有你(C394)	史卓豐	姚本輝	121	1089	4	4	[1][1][1][1][6]	2:01.72	5.8
7	8	高瞻遠矚(B345)	潘明輝	苗禮德	116	1017	5	4-1/4	[6][5][5][6][7]	2:01.74	24

20201024_9
名次	馬號	馬名	騎師	練馬師	實際負磅	排位體重	檔位	頭馬距離	沿途走位	完成時間	獨贏賠率
1	3	同樂日(B087)	潘頓	沈集成	129	1080	7	-	[6][7][1]	1:08.61	5.4
2	9	暖在你心(D272)	巴度	呂健威	120	1099	12	3/4	[2][2][2]	1:08.72	11
 3	4	發財寶(B220)	周俊樂	韋達	118	1071	4	1-1/4	[3][4][3]	1:08.80	5
4	6	威威心得(B052)	莫雷拉	蘇保羅	123	1079	1	1-1/4	[9][10][4]	1:08.81	3.7
5	12	歡樂小子(S235)	黎海榮	文家良	115	1279	3	2-1/4	[8][6][5]	1:08.97	42
6	7	平海掌星(D123)	波健士	蔡約翰	123	1296	2	2-3/4	[7][8][6]	1:09.04	6.4
7	8	悅驫(C521)	田泰安	羅富全	121	1054	8	3-1/2	[10][9][7]	1:09.17	4.5
8	5	加州更好(B204)	梁家俊	告東尼	125	1168	11	4-1/2	[1][1][8]	1:09.34	57
9	10	電訊驫馬(C181)	黃俊	方嘉柏	113	1126	9	8-1/4	[5][5][9]	1:09.92	75
10	11	豪情勁駿(D325)	巫顯東	何良	113	1085	6	10-3/4	[11][11][10]	1:10.34	302
11	1	嘉應傳奇(B234)	薛恩	容天鵬	133	1116	10	11	[4][3][11]	1:10.37	101

20201024_8
名次	馬號	馬名	騎師	練馬師	實際負磅	排位體重	檔位	頭馬距離	沿途走位	完成時間	獨贏賠率
1	3	大俠士(C373)	周俊樂	沈集成	122	1165	4	-	[1][1][1]	0:56.60	22
 2	14	閃電烈馬(C201)	巫顯東	徐雨石	113	1194	2	1/2	[10][7][2]	0:56.70	4.2
3	9	佳景福星(C454)	潘頓	葉楚航	125	1155	6	3/4	[4][4][3]	0:56.72	2.4
 4	11	閃電精靈(D071)	田泰安	告東尼	121	1178	5	1-1/4	[8][5][4]	0:56.78	20
5	1	馬友冠(C299)	郭能	蘇保羅	133	1069	8	1-1/4	[11][10][5]	0:56.80	12
6	5	高耀智星(C067)	巴度	苗禮德	130	1121	1	1-1/4	[13][13][6]	0:56.81	18
7	10	帆哥兒(B089)	莫雷拉	方嘉柏	125	1105	10	2	[5][3][7]	0:56.91	6.8
8	13	同盟力量(C036)	潘明輝	姚本輝	114	1243	3	2	[7][6][8]	0:56.93	98
9	12	正本開心(C227)	陳嘉熙	羅富全	110	1165	9	2-1/4	[14][14][9]	0:56.97	67
10	7	勁力勇士(D428)	黃皓楠	呂健威	124	1114	11	2-1/2	[12][9][10]	0:56.99	93
11	6	無敵勇士(C483)	彭國年	文家良	128	1226	13	4	[9][8][11]	0:57.25	61
12	2	駿皇綵(A170)	梁家俊	文家良	133	1028	7	4-3/4	[6][12][12]	0:57.37	34
13	4	巡航導彈(B337)	賀銘年	容天鵬	132	1189	12	5-1/4	[2][2][13]	0:57.43	11

20201024_7
名次	馬號	馬名	騎師	練馬師	實際負磅	排位體重	檔位	頭馬距離	沿途走位	完成時間	獨贏賠率
1	1	歡欣福星(D273)	周俊樂	呂健威	123	1010	3	-	[10][7][8][1]	1:21.67	6.4
2	6	金元寶馬(C094)	潘頓	大衛希斯	126	1021	4	3/4	[5][5][5][2]	1:21.78	2.6
3	10	進優自在(D258)	莫雷拉	徐雨石	125	1014	6	1	[8][10][10][3]	1:21.83	5.4
4	3	荷花福星(C311)	巴度	蘇保羅	130	1147	2	1-3/4	[7][8][9][4]	1:21.96	7.1
5	8	機械戰士(C532)	彭國年	容天鵬	125	1090	8	2	[11][13][14][5]	1:22.00	96
6	13	路路富貴(C442)	黃俊	苗禮德	109	966	11	2-3/4	[14][14][13][6]	1:22.11	152
7	11	保羅承傳(C517)	田泰安	羅富全	121	1066	5	2-3/4	[2][3][3][7]	1:22.12	5.8
8	12	活力長勝(C498)	潘明輝	丁冠豪	118	1001	1	2-3/4	[6][6][6][8]	1:22.13	17
9	2	加州嶺域(C523)	薛恩	告東尼	131	1266	13	3-1/2	[4][2][1][9]	1:22.24	19
10	4	嫡愛摯寶(C062)	郭能	蔡約翰	129	1210	12	5-1/4	[12][9][7][10]	1:22.50	77
11	14	富存英雄(D245)	波健士	高伯新	113	1167	14	5-1/2	[1][1][2][11]	1:22.53	80
12	7	超得意(D406)	梁家俊	葉楚航	125	1269	9	6-1/4	[13][12][12][12]	1:22.65	228
13	9	驍鎰(D439)	楊明綸	韋達	125	1209	10	6-1/4	[9][11][11][13]	1:22.68	332

20201024_6
名次	馬號	馬名	騎師	練馬師	實際負磅	排位體重	檔位	頭馬距離	沿途走位	完成時間	獨贏賠率
1	12	佳運來(T380)	莫雷拉	徐雨石	120	1015	4	-	[13][13][10][1]	1:33.54	7.9
2	6	精彩非凡(D327)	郭能	方嘉柏	126	1188	3	頸位	[9][7][4][2]	1:33.59	57
3	3	精準快車(D198)	賀銘年	姚本輝	128	1021	5	2-1/4	[11][10][8][3]	1:33.89	12
4	10	超班福星(C183)	巴度	丁冠豪	123	1080	11	3	[14][14][14][4]	1:34.03	11
5	8	疾風明駒(D426)	田泰安	蔡約翰	125	1103	13	3-3/4	[12][12][12][5]	1:34.15	5.5
6	4	喜蓮慧星(D460)	薛恩	告東尼	127	1159	9	4-1/4	[2][2][2][6]	1:34.22	24
7	13	發財福星(C413)	梁家俊	何良	118	1079	2	4-1/2	[3][5][5][7]	1:34.25	10
8	7	童話(B238)	黃皓楠	徐雨石	122	1165	1	5-1/4	[5][4][3][8]	1:34.39	75
9	9	美麗日子(B076)	陳嘉熙	容天鵬	116	1139	12	5-1/4	[1][1][1][9]	1:34.40	46
10	1	得勝駒(B112)	周俊樂	韋達	123	1139	7	7-1/4	[7][8][9][10]	1:34.69	3.9
11	14	馬主星輝(B427)	潘明輝	沈集成	113	1109	6	7-1/2	[10][11][13][11]	1:34.73	68
12	5	安承(D059)	波健士	韋達	126	1082	8	8-1/2	[4][6][7][12]	1:34.91	12
13	2	錶之銳(C193)	彭國年	呂健威	131	1151	10	8-3/4	[8][9][11][13]	1:34.96	46

20201024_5
名次	馬號	馬名	騎師	練馬師	實際負磅	排位體重	檔位	頭馬距離	沿途走位	完成時間	獨贏賠率
1	2	美麗天使(C541)	潘頓	告東尼	128	998	2	-	[1][4][4][2][1]	1:47.62	2.8
2	9	神州福星(B326)	田泰安	羅富全	119	1045	9	1-1/2	[6][6][6][5][2]	1:47.88	8.3
3	8	尖子(C266)	莫雷拉	徐雨石	121	1085	7	2	[8][7][7][7][3]	1:47.92	5.6
4	7	自然君子(C089)	黃俊	方嘉柏	119	1172	13	2	[3][1][1][1][4]	1:47.95	8.1
5	13	老表醒(D249)	潘明輝	葉楚航	113	1047	10	3	[5][5][5][4][5]	1:48.11	87
6	5	福善(C426)	周俊樂	高伯新	117	1075	3	3-1/2	[4][2][2][3][6]	1:48.19	6.7
7	6	友誼之星(V379)	郭能	蘇保羅	127	1167	11	5	[10][9][9][9][7]	1:48.43	31
8	4	動力飛鷹(B072)	波健士	沈集成	127	1229	12	5-1/2	[11][11][12][10][8]	1:48.49	49
9	10	活力寶駒(B279)	巴度	賀賢	117	1140	5	6-1/2	[7][8][8][8][9]	1:48.65	6
10	11	赤火神龍(A350)	黃皓楠	賀賢	113	1118	4	6-1/2	[9][10][10][11][10]	1:48.67	166
11	12	皇龍司令(C208)	巫顯東	徐雨石	112	1072	1	7-3/4	[2][3][3][6][11]	1:48.86	44
12	1	和平路(B161)	薛恩	容天鵬	133	1115	6	8	[12][12][11][12][12]	1:48.89	52

20201024_4
名次	馬號	馬名	騎師	練馬師	實際負磅	排位體重	檔位	頭馬距離	沿途走位	完成時間	獨贏賠率
1	4	速遞奇兵(D449)	莫雷拉	蔡約翰	126	1189	3	-	[1][1][1]	1:08.85	6.7
2	1	大眾開心(D029)	潘頓	羅富全	132	1104	1	5-1/4	[3][3][2]	1:09.67	1.4
3	9	極速奔馳(D262)	波健士	姚本輝	126	1166	4	6-3/4	[5][5][3]	1:09.91	7.2
4	10	勇敢動力(D153)	梁家俊	告東尼	122	1178	9	9	[10][11][4]	1:10.30	16
5	3	酷比哥(C192)	潘明輝	賀賢	129	1032	7	9-3/4	[11][12][5]	1:10.41	171
6	7	包裝昇威(D471)	田泰安	大衛希斯	126	1148	6	9-3/4	[7][7][6]	1:10.41	27
7	6	英之友(A373)	周俊樂	容天鵬	116	1125	8	9-3/4	[4][4][7]	1:10.43	10
8	2	駿皇星(D144)	陳嘉熙	文家良	125	1076	12	10	[6][6][8]	1:10.45	94
9	11	天賜寶(V401)	黃俊	徐雨石	113	1120	5	13-1/2	[2][2][9]	1:11.00	77
10	5	紅寶金堅(D313)	巴度	苗禮德	126	1082	11	14	[9][8][10]	1:11.09	58
11	8	瀟灑哥(C524)	巫顯東	鄭俊偉	123	976	2	14-1/2	[8][10][11]	1:11.18	286
12	12	青年聯動(D046)	楊明綸	丁冠豪	118	1235	10	17-1/2	[12][9][12]	1:11.65	299

20201024_3
名次	馬號	馬名	騎師	練馬師	實際負磅	排位體重	檔位	頭馬距離	沿途走位	完成時間	獨贏賠率
1	13	盛勢(V243)	潘明輝	葉楚航	113	1093	9	-	[12][11][11][1]	1:22.27	9.1
2	6	紅磚勇士(C304)	莫雷拉	賀賢	130	1070	14	3/4	[9][9][6][2]	1:22.39	5.8
3	3	明月昇輝(A324)	田泰安	韋達	131	1096	4	1-1/4	[10][7][5][3]	1:22.46	6.9
4	11	晴朗拍檔(B071)	周俊樂	霍利時	114	1125	12	1-3/4	[8][10][12][4]	1:22.53	9.4
5	1	怪獸都市(A190)	巫顯東	何良	130	1148	1	2	[4][4][4][5]	1:22.60	31
6	7	笑傲成功(C250)	巴度	丁冠豪	130	1225	5	3	[5][6][7][6]	1:22.76	7.7
7	14	喜氣綿綿(C236)	梁家俊	蘇保羅	116	1088	6	3-1/2	[3][1][1][7]	1:22.84	43
8	2	陽明秋秋(A057)	彭國年	呂健威	132	1123	8	4	[14][12][8][8]	1:22.91	13
9	8	幸運精選(B114)	潘頓	容天鵬	129	1154	7	5-3/4	[7][8][10][9]	1:23.18	4.1
10	12	種福者(B390)	郭能	文家良	121	1124	10	9-1/2	[2][3][3][10]	1:23.78	6.5
11	10	好攻勢(C334)	黃皓楠	徐雨石	124	1182	13	10-1/4	[1][2][2][11]	1:23.91	149
12	4	赤電神駒(D166)	薛恩	告東尼	131	1100	2	12-1/2	[13][14][13][12]	1:24.26	118
13	9	祥勝寶駒(D154)	黃俊	鄭俊偉	123	1017	11	16	[6][5][9][13]	1:24.85	125

20201024_2
名次	馬號	馬名	騎師	練馬師	實際負磅	排位體重	檔位	頭馬距離	沿途走位	完成時間	獨贏賠率
1	10	霸勝(A270)	賀銘年	葉楚航	123	1300	14	-	[2][1][1]	0:57.45	5.6
2	11	全力衝(D027)	黃俊	苗禮德	114	1055	5	1/2	[10][10][2]	0:57.53	229
3	9	自在人生(B169)	莫雷拉	羅富全	124	1142	2	1/2	[9][6][3]	0:57.55	11
4	12	旗袍老細(D207)	潘明輝	賀賢	117	1043	10	1	[5][5][4]	0:57.61	11
5	7	海豚星(C332)	巫顯東	徐雨石	123	1171	8	2-1/4	[1][2][5]	0:57.80	4.9
6	3	萬事有(D443)	田泰安	告東尼	129	1180	7	3	[4][4][6]	0:57.94	5.3
7	4	椰子糖(D437)	巴度	徐雨石	129	1094	9	3-1/4	[6][7][7]	0:57.99	103
8	5	競駿翩翩(D399)	彭國年	蘇偉賢	129	1091	13	3-3/4	[11][9][8]	0:58.05	8.8
9	6	無極戰士(D073)	梁家俊	姚本輝	126	1193	3	4-1/2	[14][13][9]	0:58.17	104
10	1	龍之英(C206)	薛恩	鄭俊偉	131	1113	1	5-1/2	[13][12][10]	0:58.32	155
11	2	請讓路(E035)	楊明綸	大衛希斯	129	1044	12	5-3/4	[3][3][11]	0:58.36	3.4
12	13	飛帥(C455)	波健士	何良	119	1156	4	6-3/4	[12][14][12]	0:58.52	149
13	8	好友無敵(A217)	黎海榮	文家良	124	1090	6	9-1/2	[8][11][13]	0:58.96	97

20201024_10
名次	馬號	馬名	騎師	練馬師	實際負磅	排位體重	檔位	頭馬距離	沿途走位	完成時間	獨贏賠率
1	2	高大威猛(C470)	潘頓	姚本輝	129	1230	10	-	[3][5][4][1]	1:20.79	4
 2	4	極速王(C231)	郭能	丁冠豪	125	1106	4	頸位	[6][6][6][2]	1:20.86	20
3	6	顯心星(D216)	莫雷拉	方嘉柏	123	1181	2	1/2	[7][7][7][3]	1:20.88	2
4	5	幸運快車(D026)	田泰安	蔡約翰	125	1149	3	3/4	[9][8][8][4]	1:20.90	6.2
5	9	百勝龍(V356)	彭國年	呂健威	121	1180	5	2	[10][11][11][5]	1:21.11	27
6	14	美麗笑容(D347)	波健士	告東尼	116	1103	13	2-3/4	[2][1][1][6]	1:21.22	61
7	12	智慧神駒(D456)	巴度	苗禮德	117	1136	8	2-3/4	[11][9][9][7]	1:21.22	14
8	10	聰明導彈(C037)	潘明輝	蘇偉賢	118	1121	11	4-3/4	[14][14][14][8]	1:21.56	125
9	3	飈驥(C160)	賀銘年	丁冠豪	125	1103	9	5	[13][12][12][9]	1:21.59	31
10	7	美麗非凡(D023)	梁家俊	蔡約翰	133	1198	12	5-1/2	[4][2][2][10]	1:21.66	34
11	13	繽紛遊戲(C013)	陳嘉熙	羅富全	110	1085	14	7-1/4	[8][10][10][11]	1:21.94	187
12	1	將悅(D022)	周俊樂	韋達	119	1248	7	7-1/4	[12][13][13][12]	1:21.95	19
13	8	盛大光輝(C121)	巫顯東	何良	119	1147	1	9	[5][4][5][13]	1:22.24	149
14	11	美麗友盈(C124)	楊明綸	大衛希斯	119	1109	6	11-1/4	[1][3][3][14]	1:22.60	222

20201024_1
名次	馬號	馬名	騎師	練馬師	實際負磅	排位體重	檔位	頭馬距離	沿途走位	完成時間	獨贏賠率
1	12	友盈有款(B182)	楊明綸	大衛希斯	124	1065	4	-	[6][6][7][1]	1:22.44	8.6
2	4	嘉喜旺(C421)	潘明輝	賀賢	130	1051	1	3/4	[3][3][4][2]	1:22.57	3.9
3	14	黃金元帥(A346)	田泰安	丁冠豪	115	1224	13	1-1/4	[11][12][9][3]	1:22.66	9.9
4	10	神期大帝(D107)	莫雷拉	告東尼	127	1067	2	2	[2][4][3][4]	1:22.77	2.8
5	13	西夏之王(C295)	黃皓楠	蘇偉賢	113	1035	3	3	[9][7][8][5]	1:22.91	38
6	5	老友威威(T349)	賀銘年	葉楚航	132	1230	7	3-1/2	[10][9][10][6]	1:23.01	20
7	9	家家勝意(C510)	薛恩	鄭俊偉	128	1089	6	3-3/4	[4][2][1][7]	1:23.04	21
8	2	趣怡(D242)	巴度	方嘉柏	133	1034	8	4-3/4	[7][8][6][8]	1:23.19	6.9
9	1	高能量(D016)	周俊樂	韋達	123	1103	11	5-3/4	[8][11][13][9]	1:23.35	34
10	7	開心歡呼(C536)	潘頓	沈集成	130	1149	14	5-3/4	[1][1][2][10]	1:23.36	22
11	3	創紀錄(C168)	波健士	何良	132	1108	5	7-1/4	[12][10][11][11]	1:23.62	95
12	11	鑲藍旗(C167)	梁家俊	文家良	127	1132	9	8-3/4	[5][5][5][12]	1:23.85	152
13	6	多多利高(D204)	彭國年	徐雨石	131	1051	12	11-3/4	[14][14][12][13]	1:24.31	68

20201018_9
名次	馬號	馬名	騎師	練馬師	實際負磅	排位體重	檔位	頭馬距離	沿途走位	完成時間	獨贏賠率
1	3	夢想成金(D358)	何澤堯	羅富全	132	1180	9	-	[2][2][1]	1:08.96	2.3
2	10	共創繽紛(D335)	莫雷拉	蔡約翰	117	1112	12	1/2	[3][3][2]	1:09.04	5.6
3	6	閃電俠(C099)	潘頓	蘇保羅	124	1224	3	1-1/2	[8][6][3]	1:09.19	2.8
 4	1	電路六號(D432)	梁家俊	文家良	133	1064	6	2-1/4	[11][9][4]	1:09.30	42
